loan_id,defaulted_12m,grade,purpose,home_ownership,emp_length,annual_inc,dti,fico_range_low
76437973,0,E,debt_consolidation,RENT,8 years,32000.0,37.13,660.0
76518586,1,D,home_improvement,MORTGAGE,,50000.0,21.84,660.0
76589101,0,C,credit_card,MORTGAGE,10+ years,70000.0,27.5,715.0
76679036,0,A,debt_consolidation,MORTGAGE,10+ years,89000.0,14.46,705.0
76728725,1,D,debt_consolidation,RENT,8 years,49000.0,23.31,660.0
76764589,0,A,home_improvement,MORTGAGE,2 years,70200.0,5.79,770.0
77020403,0,C,debt_consolidation,RENT,10+ years,70000.0,16.17,660.0
77031360,0,E,debt_consolidation,MORTGAGE,1 year,50000.0,6.0,660.0
77051539,0,B,credit_card,OWN,7 years,45000.0,8.53,685.0
77060030,0,F,debt_consolidation,RENT,3 years,95000.0,6.1,715.0
77102019,0,B,credit_card,MORTGAGE,10+ years,59000.0,9.15,700.0
77120947,0,C,credit_card,RENT,10+ years,115000.0,19.48,710.0
77169662,0,G,credit_card,MORTGAGE,8 years,112000.0,29.77,665.0
77200131,0,G,house,MORTGAGE,7 years,88000.0,21.86,685.0
77200329,0,G,debt_consolidation,RENT,4 years,75000.0,28.72,675.0
77219244,0,E,credit_card,RENT,8 years,40000.0,23.74,670.0
77228480,0,A,credit_card,OWN,,50000.0,10.85,745.0
77229427,0,B,other,RENT,,40000.0,27.54,700.0
77230906,0,F,debt_consolidation,RENT,< 1 year,47000.0,38.28,690.0
77260156,0,D,home_improvement,OWN,2 years,30000.0,8.44,660.0
77268421,0,A,debt_consolidation,MORTGAGE,,96000.0,8.75,715.0
77311240,0,F,debt_consolidation,RENT,10+ years,96000.0,38.09,705.0
77318328,0,F,debt_consolidation,OWN,4 years,112000.0,18.96,680.0
77321269,0,G,debt_consolidation,RENT,2 years,103500.0,17.94,660.0
77399178,0,C,credit_card,RENT,,23000.0,22.44,660.0
77417541,0,D,debt_consolidation,MORTGAGE,10+ years,110000.0,22.2,670.0
77436411,1,G,debt_consolidation,RENT,10+ years,86250.0,19.35,670.0
77439572,0,A,credit_card,OWN,10+ years,53543.0,30.49,690.0
77440247,0,G,other,RENT,9 years,110855.0,13.57,705.0
77447260,0,A,debt_consolidation,MORTGAGE,5 years,110000.0,7.66,725.0
77449551,1,F,debt_consolidation,RENT,10+ years,60000.0,15.22,680.0
77449615,0,B,car,RENT,5 years,100000.0,18.04,680.0
77468491,0,D,debt_consolidation,MORTGAGE,< 1 year,41000.0,12.79,670.0
77470112,0,F,debt_consolidation,MORTGAGE,< 1 year,24000.0,35.75,705.0
77471604,0,A,other,RENT,1 year,85000.0,7.39,760.0
77478699,0,A,debt_consolidation,MORTGAGE,10+ years,99000.0,13.87,695.0
77486944,0,A,debt_consolidation,MORTGAGE,10+ years,98000.0,14.47,720.0
77496700,0,A,credit_card,RENT,6 years,40202.0,23.68,690.0
77498788,0,C,credit_card,RENT,< 1 year,65000.0,12.43,670.0
77499857,0,A,credit_card,MORTGAGE,9 years,99000.0,12.17,715.0
77519415,0,A,home_improvement,OWN,,45000.0,3.73,800.0
77519842,1,F,debt_consolidation,RENT,,24000.0,34.95,680.0
77530658,0,G,debt_consolidation,MORTGAGE,< 1 year,14000.0,46.31,670.0
77531308,0,F,debt_consolidation,MORTGAGE,,50724.36,35.37,665.0
77552374,0,C,debt_consolidation,MORTGAGE,10+ years,54000.0,13.82,715.0
77564730,0,A,debt_consolidation,MORTGAGE,6 years,90000.0,10.96,715.0
77566329,0,A,other,OWN,8 years,150000.0,22.4,760.0
77595656,0,F,other,MORTGAGE,9 years,56000.0,21.52,705.0
77655515,0,D,debt_consolidation,RENT,1 year,60000.0,28.8,670.0
77765527,0,C,debt_consolidation,MORTGAGE,10+ years,85000.0,14.94,675.0
77785499,0,E,debt_consolidation,RENT,10+ years,58000.0,13.88,690.0
77871886,0,A,credit_card,OWN,4 years,120000.0,21.38,715.0
77971777,0,B,debt_consolidation,MORTGAGE,2 years,48900.0,23.63,685.0
78051485,0,C,credit_card,MORTGAGE,3 years,63500.0,23.66,695.0
78072140,1,E,debt_consolidation,MORTGAGE,10+ years,57400.0,25.21,680.0
78116175,0,A,debt_consolidation,RENT,1 year,35148.0,19.94,730.0
78189098,0,D,debt_consolidation,MORTGAGE,10+ years,84000.0,12.99,675.0
78229416,0,E,debt_consolidation,RENT,7 years,165000.0,15.82,700.0
78288452,0,F,home_improvement,MORTGAGE,6 years,72000.0,30.7,695.0
78289080,1,F,debt_consolidation,MORTGAGE,3 years,120000.0,25.58,690.0
78329710,0,A,debt_consolidation,MORTGAGE,2 years,63000.0,19.71,750.0
78449190,0,A,car,MORTGAGE,10+ years,75000.0,13.18,740.0
78489084,0,E,house,RENT,10+ years,42000.0,13.83,660.0
78508365,1,G,debt_consolidation,MORTGAGE,10+ years,72500.0,29.61,665.0
78528773,0,C,home_improvement,MORTGAGE,10+ years,101000.0,9.05,665.0
78539041,0,A,credit_card,MORTGAGE,10+ years,150000.0,28.36,710.0
78539246,0,F,debt_consolidation,OWN,3 years,52000.0,15.05,675.0
78578303,0,E,home_improvement,MORTGAGE,1 year,53000.0,17.03,665.0
78659259,0,A,debt_consolidation,MORTGAGE,,107000.0,13.86,705.0
78690804,0,D,debt_consolidation,RENT,3 years,42800.0,33.62,680.0
78800108,0,C,debt_consolidation,MORTGAGE,10+ years,122000.0,13.12,680.0
78879622,0,B,other,OWN,10+ years,56000.0,15.97,665.0
78879709,0,F,medical,RENT,1 year,50000.0,20.64,675.0
78880600,0,C,debt_consolidation,MORTGAGE,10+ years,75000.0,16.98,695.0
79032837,0,B,debt_consolidation,MORTGAGE,4 years,67500.0,23.29,665.0
79041470,0,E,debt_consolidation,RENT,4 years,62000.0,17.6,665.0
79053605,0,G,debt_consolidation,MORTGAGE,4 years,126000.0,23.29,665.0
79074326,0,D,other,RENT,10+ years,62156.0,21.82,660.0
79103927,1,F,other,OWN,10+ years,121814.0,15.57,700.0
79210851,0,F,debt_consolidation,OWN,4 years,42000.0,30.09,660.0
79230344,0,F,house,RENT,3 years,28000.0,9.77,705.0
79230349,0,C,other,RENT,8 years,100000.0,9.6,690.0
79240728,0,G,other,RENT,8 years,50000.0,33.8,660.0
79291206,0,G,debt_consolidation,RENT,9 years,70000.0,29.59,670.0
79330831,0,A,debt_consolidation,MORTGAGE,5 years,90000.0,8.12,800.0
79483119,0,E,debt_consolidation,RENT,1 year,26448.0,35.75,710.0
79523154,0,G,debt_consolidation,MORTGAGE,5 years,550000.0,14.2,715.0
79532977,0,A,debt_consolidation,MORTGAGE,2 years,105000.0,11.12,750.0
79613201,0,G,debt_consolidation,RENT,3 years,50000.0,35.33,665.0
79671141,0,A,debt_consolidation,RENT,10+ years,45000.0,29.63,770.0
79673611,0,D,debt_consolidation,MORTGAGE,10+ years,75000.0,33.12,695.0
79743514,0,D,debt_consolidation,RENT,1 year,43200.0,27.61,685.0
79764142,0,F,home_improvement,MORTGAGE,3 years,178000.0,32.81,660.0
80005117,0,B,major_purchase,MORTGAGE,8 years,40000.0,23.88,660.0
80318196,0,B,major_purchase,RENT,4 years,60000.0,7.88,730.0
80538139,0,E,debt_consolidation,MORTGAGE,3 years,71436.0,17.35,690.0
80601247,0,D,debt_consolidation,MORTGAGE,10+ years,65000.0,27.94,665.0
80638135,0,E,debt_consolidation,MORTGAGE,10+ years,106000.0,29.22,675.0
80738164,0,A,debt_consolidation,MORTGAGE,10+ years,96000.0,19.47,710.0
80740941,1,F,credit_card,RENT,,26420.0,46.66,665.0
80769255,1,E,other,RENT,10+ years,64800.0,19.98,690.0
80978189,0,B,debt_consolidation,MORTGAGE,3 years,50000.0,24.1,670.0
81018889,0,A,credit_card,OWN,10+ years,96000.0,9.63,695.0
81100783,0,E,medical,MORTGAGE,2 years,78000.0,24.38,725.0
81333101,0,A,debt_consolidation,MORTGAGE,10+ years,36000.0,29.17,745.0
81347192,0,B,debt_consolidation,RENT,< 1 year,63000.0,14.34,730.0
81376030,0,F,debt_consolidation,RENT,10+ years,50000.0,31.2,660.0
81423656,0,E,debt_consolidation,MORTGAGE,10+ years,66384.56,12.96,705.0
81443683,0,B,debt_consolidation,RENT,1 year,50000.0,12.96,700.0
81467679,0,F,home_improvement,MORTGAGE,10+ years,104378.0,30.28,695.0
81468386,0,E,debt_consolidation,MORTGAGE,10+ years,74000.0,32.06,690.0
81474647,0,C,debt_consolidation,MORTGAGE,10+ years,84000.0,25.66,675.0
81476814,0,B,debt_consolidation,RENT,< 1 year,40000.0,29.61,680.0
81515764,0,E,debt_consolidation,RENT,< 1 year,130000.0,33.42,685.0
81545446,0,B,debt_consolidation,OWN,10+ years,225000.0,6.31,705.0
81547710,0,A,home_improvement,MORTGAGE,10+ years,88000.0,7.2,745.0
81564918,0,C,other,RENT,2 years,45000.0,4.13,670.0
81566760,0,F,debt_consolidation,MORTGAGE,10+ years,66000.0,13.56,695.0
82154128,0,C,debt_consolidation,RENT,4 years,60000.0,24.14,665.0
83084117,1,F,debt_consolidation,MORTGAGE,10+ years,52000.0,28.11,670.0
83133551,0,D,medical,OWN,< 1 year,72000.0,8.45,675.0
83174306,0,G,debt_consolidation,MORTGAGE,10+ years,99625.0,18.59,690.0
83242298,0,C,credit_card,OWN,5 years,66000.0,18.8,665.0
83374213,0,E,debt_consolidation,MORTGAGE,10+ years,190000.0,23.52,700.0
83635422,0,C,debt_consolidation,RENT,10+ years,57290.0,13.2,675.0
83689971,0,C,debt_consolidation,RENT,5 years,98000.0,19.31,665.0
83698870,0,D,debt_consolidation,MORTGAGE,10+ years,70000.0,14.37,700.0
83758954,0,D,debt_consolidation,OWN,4 years,30000.0,30.55,700.0
83819776,1,F,debt_consolidation,RENT,< 1 year,10563.0,17.27,685.0
83962075,0,F,credit_card,MORTGAGE,3 years,70000.0,30.17,675.0
83992473,0,D,home_improvement,MORTGAGE,3 years,45000.0,27.7,660.0
84031255,0,D,debt_consolidation,MORTGAGE,10+ years,78000.0,27.63,685.0
84034901,0,B,debt_consolidation,MORTGAGE,10+ years,150000.0,9.86,695.0
84042632,0,E,debt_consolidation,MORTGAGE,10+ years,100560.0,22.12,730.0
84051799,0,B,debt_consolidation,RENT,3 years,50000.0,20.98,670.0
84060530,0,D,home_improvement,MORTGAGE,10+ years,70000.0,29.42,720.0
84080891,0,B,major_purchase,OWN,7 years,45000.0,30.88,690.0
84084939,0,D,debt_consolidation,OWN,10+ years,70000.0,23.85,665.0
84124091,0,C,debt_consolidation,MORTGAGE,3 years,130000.0,10.8,715.0
84144544,0,D,debt_consolidation,RENT,7 years,100000.0,17.88,660.0
84244592,0,C,debt_consolidation,RENT,10+ years,65000.0,27.01,695.0
84433308,0,C,home_improvement,OWN,6 years,101000.0,6.84,770.0
84436886,0,A,debt_consolidation,MORTGAGE,10+ years,60000.0,11.94,730.0
84454461,0,F,debt_consolidation,MORTGAGE,< 1 year,86000.0,5.62,665.0
84455551,0,B,debt_consolidation,MORTGAGE,10+ years,108000.0,16.64,755.0
84514381,0,D,credit_card,MORTGAGE,2 years,90000.0,21.95,715.0
84515796,0,F,other,OWN,< 1 year,57600.0,28.38,715.0
84554822,0,G,debt_consolidation,MORTGAGE,4 years,128000.0,33.36,690.0
84565040,0,C,debt_consolidation,RENT,10+ years,65000.0,14.78,660.0
84585099,0,D,debt_consolidation,RENT,10+ years,40000.0,25.02,715.0
84593394,0,D,other,MORTGAGE,7 years,58000.0,31.45,665.0
84730416,0,F,debt_consolidation,RENT,10+ years,39500.0,28.87,660.0
84869807,0,B,debt_consolidation,MORTGAGE,5 years,108000.0,12.28,665.0
84869824,0,E,moving,MORTGAGE,9 years,100000.0,4.4,675.0
84940218,0,A,debt_consolidation,RENT,10+ years,62000.0,13.36,685.0
85086303,0,G,home_improvement,MORTGAGE,5 years,129000.0,30.58,700.0
85147012,0,D,debt_consolidation,RENT,< 1 year,36000.0,13.83,685.0
85227369,0,D,credit_card,MORTGAGE,3 years,18000.0,24.87,660.0
85241215,0,E,house,MORTGAGE,6 years,35000.0,12.24,670.0
85250187,0,D,debt_consolidation,RENT,,40000.0,11.19,670.0
85280356,1,C,debt_consolidation,RENT,1 year,25000.0,15.36,720.0
85350185,0,E,debt_consolidation,RENT,10+ years,49000.0,32.87,690.0
85361757,0,G,house,MORTGAGE,,35000.0,8.02,675.0
85370218,0,C,other,MORTGAGE,10+ years,70000.0,13.1,680.0
85471899,0,F,other,OWN,4 years,55000.0,30.57,695.0
85481638,0,D,other,RENT,10+ years,45000.0,22.29,665.0
85514767,0,B,debt_consolidation,RENT,10+ years,61000.0,10.43,665.0
85515751,0,E,debt_consolidation,RENT,3 years,65000.0,25.0,670.0
85519640,0,C,debt_consolidation,MORTGAGE,6 years,60000.0,16.66,660.0
85534073,1,E,small_business,RENT,10+ years,66800.0,23.5,710.0
85536092,0,E,home_improvement,MORTGAGE,9 years,73912.0,1.25,725.0
85544246,0,F,debt_consolidation,MORTGAGE,2 years,86000.0,23.99,685.0
85558171,0,C,credit_card,RENT,2 years,25000.0,32.03,720.0
85562244,0,G,credit_card,OWN,4 years,75000.0,15.63,660.0
85577227,0,G,debt_consolidation,MORTGAGE,2 years,75000.0,9.6,695.0
85581052,0,B,debt_consolidation,RENT,< 1 year,22000.0,22.97,735.0
85615147,0,C,credit_card,OWN,4 years,45000.0,19.6,660.0
85620980,0,F,debt_consolidation,RENT,5 years,58000.0,22.16,710.0
85621482,0,E,credit_card,MORTGAGE,8 years,47000.0,22.7,675.0
85637134,0,B,debt_consolidation,MORTGAGE,5 years,130000.0,6.61,685.0
85640297,0,C,debt_consolidation,RENT,< 1 year,35000.0,32.99,670.0
85641576,0,D,small_business,MORTGAGE,4 years,65000.0,14.9,700.0
85655511,0,C,debt_consolidation,RENT,< 1 year,50000.0,29.5,695.0
85658031,0,D,debt_consolidation,MORTGAGE,10+ years,60000.0,13.47,675.0
85676832,0,G,small_business,RENT,10+ years,42000.0,8.09,765.0
85682683,0,F,debt_consolidation,MORTGAGE,5 years,100000.0,15.18,690.0
85689208,0,G,home_improvement,MORTGAGE,6 years,55000.0,33.54,690.0
85694793,0,E,debt_consolidation,MORTGAGE,10+ years,122000.0,33.04,700.0
85697060,0,B,debt_consolidation,MORTGAGE,8 years,150000.0,5.35,660.0
85715548,0,B,debt_consolidation,RENT,< 1 year,49000.0,12.42,690.0
85723252,0,A,debt_consolidation,RENT,10+ years,45000.0,27.81,695.0
85723340,0,B,credit_card,RENT,10+ years,35000.0,8.54,685.0
85736445,0,D,debt_consolidation,RENT,1 year,65000.0,31.04,660.0
85737012,0,E,debt_consolidation,MORTGAGE,6 years,30000.0,25.24,665.0
85784982,0,G,debt_consolidation,MORTGAGE,3 years,48293.76,30.62,680.0
85785207,0,E,debt_consolidation,RENT,1 year,61589.0,11.81,660.0
85785245,0,C,debt_consolidation,RENT,10+ years,52000.0,26.91,695.0
85862018,0,D,other,MORTGAGE,10+ years,155000.0,22.34,670.0
85951787,0,E,home_improvement,RENT,1 year,70000.0,27.4,660.0
85961811,0,B,debt_consolidation,MORTGAGE,8 years,103000.0,15.82,735.0
86042415,0,B,debt_consolidation,OWN,,50000.0,24.6,695.0
86472432,0,C,debt_consolidation,MORTGAGE,10+ years,67000.0,18.59,685.0
86513316,0,C,debt_consolidation,RENT,,60000.0,10.22,695.0
86634088,0,E,debt_consolidation,RENT,< 1 year,54080.0,13.14,685.0
86822418,0,D,debt_consolidation,RENT,10+ years,75000.0,31.81,730.0
86912329,0,C,credit_card,MORTGAGE,< 1 year,126700.0,16.72,680.0
86922914,0,F,debt_consolidation,RENT,10+ years,21000.0,27.14,685.0
86944193,0,A,credit_card,OWN,< 1 year,72000.0,19.94,725.0
86965213,0,F,debt_consolidation,MORTGAGE,10+ years,70000.0,30.49,680.0
87004043,0,C,small_business,RENT,1 year,60000.0,15.32,670.0
87023830,1,E,credit_card,RENT,10+ years,65000.0,34.71,690.0
87073395,0,B,debt_consolidation,MORTGAGE,10+ years,400000.0,18.31,685.0
87085354,0,E,debt_consolidation,MORTGAGE,10+ years,198000.0,16.13,695.0
87094534,0,C,debt_consolidation,MORTGAGE,1 year,50500.0,4.92,750.0
87113037,0,C,vacation,MORTGAGE,,88000.0,4.64,660.0
87134089,0,E,debt_consolidation,RENT,1 year,30000.0,20.68,670.0
87145489,0,B,car,RENT,< 1 year,20000.0,15.79,690.0
87204633,0,A,debt_consolidation,MORTGAGE,6 years,57700.0,2.27,690.0
87265137,0,B,credit_card,MORTGAGE,10+ years,75000.0,30.69,695.0
87294201,0,D,debt_consolidation,MORTGAGE,,48096.0,16.04,700.0
87314310,0,G,debt_consolidation,RENT,10+ years,35000.0,33.5,675.0
87434667,0,B,debt_consolidation,RENT,5 years,63450.0,32.41,665.0
87444908,0,G,home_improvement,RENT,5 years,60000.0,21.72,710.0
87484244,0,F,debt_consolidation,RENT,10+ years,37000.0,24.39,660.0
87574123,0,A,credit_card,MORTGAGE,10+ years,54000.0,29.04,750.0
87794421,0,E,debt_consolidation,MORTGAGE,2 years,36000.0,33.87,695.0
87954089,0,B,debt_consolidation,RENT,3 years,65000.0,13.22,675.0
87958316,0,E,major_purchase,RENT,10+ years,40000.0,9.93,665.0
87966563,0,D,debt_consolidation,MORTGAGE,2 years,90000.0,23.43,660.0
87966704,0,B,debt_consolidation,MORTGAGE,10+ years,36000.0,32.07,695.0
87975791,0,B,credit_card,OWN,,20400.0,16.65,700.0
87993104,0,D,other,OWN,3 years,20000.0,3.0,785.0
88013094,1,C,debt_consolidation,OWN,10+ years,57000.0,16.15,690.0
88023327,0,F,debt_consolidation,MORTGAGE,10+ years,50000.0,23.74,665.0
88038369,0,E,home_improvement,OWN,5 years,54000.0,23.29,660.0
88042148,0,D,debt_consolidation,MORTGAGE,10+ years,72500.0,26.87,660.0
88097165,1,C,other,MORTGAGE,5 years,45000.0,16.24,670.0
88104289,0,F,debt_consolidation,OWN,10+ years,100000.0,28.54,675.0
88108596,0,F,debt_consolidation,RENT,< 1 year,36000.0,33.8,675.0
88115606,0,F,other,OWN,10+ years,40000.0,24.78,690.0
88132596,0,B,credit_card,OWN,6 years,82000.0,21.84,680.0
88132938,0,D,debt_consolidation,MORTGAGE,10+ years,50000.0,24.51,660.0
88157037,0,F,debt_consolidation,RENT,10+ years,47000.0,30.18,675.0
88175466,0,D,home_improvement,OWN,2 years,34000.0,8.82,660.0
88198937,0,B,debt_consolidation,MORTGAGE,10+ years,60000.0,18.36,695.0
88211678,0,C,debt_consolidation,MORTGAGE,10+ years,60000.0,11.9,680.0
88216147,0,C,debt_consolidation,RENT,9 years,68064.0,16.43,675.0
88229419,0,E,debt_consolidation,RENT,4 years,60000.0,28.86,665.0
88229707,0,A,other,MORTGAGE,10+ years,60590.0,8.65,775.0
88321648,0,F,debt_consolidation,OWN,1 year,70000.0,14.8,665.0
88381653,0,C,debt_consolidation,MORTGAGE,10+ years,82212.0,15.49,705.0
88421814,0,D,credit_card,RENT,3 years,38000.0,18.55,700.0
88431353,1,F,debt_consolidation,RENT,1 year,110000.0,25.26,705.0
88442169,0,E,car,MORTGAGE,< 1 year,42000.0,32.54,685.0
88543630,1,F,debt_consolidation,OWN,5 years,69500.0,24.68,670.0
88545174,0,C,credit_card,MORTGAGE,10+ years,75000.0,9.9,670.0
88655579,0,G,house,OWN,2 years,36000.0,24.5,660.0
88713628,0,C,home_improvement,MORTGAGE,8 years,190000.0,8.25,710.0
88762163,0,B,credit_card,MORTGAGE,10+ years,100000.0,30.48,710.0
88762401,0,F,debt_consolidation,MORTGAGE,10+ years,74000.0,22.84,670.0
88782759,0,G,debt_consolidation,MORTGAGE,< 1 year,46000.0,34.52,665.0
88804539,0,C,other,OWN,10+ years,250000.0,15.47,685.0
88813161,0,B,debt_consolidation,RENT,10+ years,46000.0,7.64,670.0
88818553,0,A,debt_consolidation,MORTGAGE,3 years,30000.0,12.96,715.0
88821870,0,B,debt_consolidation,OWN,10+ years,87132.0,1.09,690.0
88866383,0,D,credit_card,MORTGAGE,4 years,59950.0,11.05,660.0
88870170,0,D,car,RENT,< 1 year,31788.0,2.34,675.0
88881781,0,F,debt_consolidation,RENT,10+ years,43283.0,24.24,725.0
88912047,0,G,debt_consolidation,MORTGAGE,10+ years,80000.0,21.03,660.0
88928852,0,F,debt_consolidation,MORTGAGE,6 years,60000.0,34.68,660.0
88953033,0,D,debt_consolidation,OWN,8 years,33600.0,22.46,660.0
88986931,0,B,credit_card,OWN,2 years,49000.0,8.3,665.0
88992722,0,C,debt_consolidation,RENT,3 years,200000.0,16.5,695.0
89003926,0,C,debt_consolidation,RENT,10+ years,26728.0,32.91,675.0
89027526,0,F,debt_consolidation,MORTGAGE,4 years,42000.0,13.09,660.0
89805204,0,A,debt_consolidation,OWN,10+ years,50000.0,10.08,750.0
89814757,0,G,other,OWN,4 years,30000.0,13.25,660.0
89816293,0,B,home_improvement,MORTGAGE,10+ years,110000.0,12.12,690.0
89845615,0,E,major_purchase,RENT,10+ years,74000.0,7.44,670.0
89867431,0,A,debt_consolidation,MORTGAGE,5 years,120000.0,31.65,785.0
89986819,0,D,debt_consolidation,MORTGAGE,2 years,250000.0,23.7,675.0
89994960,0,C,debt_consolidation,OWN,10+ years,52000.0,27.97,665.0
90006753,1,G,other,OWN,< 1 year,40000.0,15.78,675.0
90032212,0,A,other,OWN,7 years,57258.0,2.87,735.0
90059118,0,F,home_improvement,OWN,10+ years,78000.0,25.46,690.0
90082427,0,D,debt_consolidation,MORTGAGE,10+ years,85000.0,9.86,670.0
90084606,0,F,debt_consolidation,MORTGAGE,10+ years,100000.0,30.13,720.0
90096016,0,D,other,MORTGAGE,5 years,63170.0,34.88,695.0
90121221,0,D,debt_consolidation,MORTGAGE,10+ years,100000.0,6.04,735.0
90147391,0,F,debt_consolidation,MORTGAGE,1 year,36000.0,13.5,670.0
90154659,0,A,credit_card,MORTGAGE,10+ years,72000.0,9.55,750.0
90204411,0,E,home_improvement,OWN,10+ years,55000.0,9.93,725.0
90244598,0,D,debt_consolidation,OWN,3 years,25000.0,25.64,670.0
90251807,0,B,debt_consolidation,RENT,1 year,180000.0,9.94,665.0
90252277,0,F,credit_card,RENT,8 years,102500.0,26.45,660.0
90270859,0,D,credit_card,RENT,< 1 year,60000.0,25.52,685.0
90279215,0,E,debt_consolidation,MORTGAGE,1 year,55000.0,24.22,665.0
90291364,1,F,other,MORTGAGE,4 years,55000.0,32.66,695.0
90328149,0,D,other,RENT,10+ years,28000.0,4.29,720.0
90383653,0,A,credit_card,MORTGAGE,3 years,100000.0,9.38,750.0
90392702,0,G,other,RENT,,111000.0,12.13,755.0
90404184,0,F,debt_consolidation,RENT,2 years,57000.0,15.05,710.0
90407087,0,F,debt_consolidation,MORTGAGE,10+ years,84000.0,31.27,700.0
90408970,0,E,debt_consolidation,OWN,6 years,65000.0,18.22,700.0
90693473,0,C,debt_consolidation,RENT,1 year,106000.0,25.89,745.0
90695380,0,C,home_improvement,MORTGAGE,5 years,150000.0,9.58,670.0
90706241,0,D,medical,MORTGAGE,10+ years,86250.0,22.43,675.0
90708480,0,F,debt_consolidation,RENT,,14316.0,24.14,675.0
90785713,0,G,debt_consolidation,RENT,7 years,33708.0,7.58,660.0
90895216,0,D,debt_consolidation,MORTGAGE,10+ years,110000.0,13.21,685.0
90895810,0,F,major_purchase,RENT,< 1 year,20160.0,16.83,695.0
90916204,0,C,home_improvement,OWN,3 years,279000.0,13.54,750.0
90926525,0,G,debt_consolidation,RENT,6 years,63000.0,28.44,665.0
90936136,0,G,other,RENT,2 years,95000.0,11.42,665.0
90946409,0,G,debt_consolidation,MORTGAGE,10+ years,90000.0,28.59,690.0
91000782,0,G,debt_consolidation,RENT,8 years,85000.0,12.62,675.0
91011684,0,G,debt_consolidation,MORTGAGE,6 years,65000.0,31.06,720.0
91032249,0,A,debt_consolidation,MORTGAGE,10+ years,200000.0,7.93,805.0
91052392,0,E,debt_consolidation,MORTGAGE,5 years,112000.0,18.74,685.0
91057132,0,G,other,RENT,4 years,72000.0,3.74,670.0
91069684,0,B,debt_consolidation,RENT,4 years,45000.0,13.28,715.0
91081390,0,C,credit_card,MORTGAGE,3 years,100000.0,6.25,680.0
91102561,0,G,debt_consolidation,MORTGAGE,7 years,39582.0,31.87,690.0
91123087,0,F,debt_consolidation,MORTGAGE,10+ years,92000.0,22.03,705.0
91128296,0,G,debt_consolidation,MORTGAGE,< 1 year,59860.0,21.55,695.0
91131111,0,B,debt_consolidation,MORTGAGE,4 years,155000.0,13.06,705.0
91188127,0,F,debt_consolidation,MORTGAGE,10+ years,96000.0,22.36,675.0
91197991,0,F,other,RENT,10+ years,45051.96,14.52,680.0
91211224,0,A,debt_consolidation,RENT,8 years,85000.0,26.82,800.0
91238625,0,F,debt_consolidation,MORTGAGE,10+ years,56000.0,21.6,680.0
91294434,0,D,debt_consolidation,OWN,3 years,47000.0,33.12,660.0
91354706,0,B,debt_consolidation,MORTGAGE,< 1 year,54000.0,28.79,730.0
91406988,0,G,debt_consolidation,MORTGAGE,10+ years,74000.0,31.12,665.0
91427820,0,E,debt_consolidation,MORTGAGE,10+ years,115000.0,32.31,680.0
91433356,1,G,debt_consolidation,RENT,8 years,52943.0,31.76,675.0
91444876,0,B,debt_consolidation,RENT,2 years,130000.0,14.54,695.0
91484090,0,D,debt_consolidation,MORTGAGE,10+ years,60000.0,32.62,670.0
91485537,0,D,debt_consolidation,RENT,5 years,45000.0,26.64,665.0
91495928,0,E,debt_consolidation,RENT,10+ years,55000.0,32.73,680.0
91513828,0,A,credit_card,RENT,8 years,75000.0,17.68,745.0
91527102,0,E,credit_card,RENT,9 years,58000.0,20.05,675.0
91567540,0,B,debt_consolidation,OWN,,48000.0,20.28,670.0
91573740,0,D,debt_consolidation,MORTGAGE,,72000.0,29.69,660.0
91595267,0,C,debt_consolidation,MORTGAGE,4 years,35000.0,17.22,675.0
91614580,0,G,debt_consolidation,MORTGAGE,< 1 year,80000.0,22.56,680.0
91617279,0,B,debt_consolidation,RENT,,36000.0,26.11,730.0
91632254,0,C,credit_card,MORTGAGE,6 years,75000.0,25.76,665.0
91668375,0,C,debt_consolidation,RENT,2 years,52000.0,23.93,685.0
91680271,0,C,debt_consolidation,RENT,3 years,50000.0,6.48,665.0
91803916,0,F,home_improvement,MORTGAGE,8 years,117000.0,9.51,690.0
91874218,0,E,debt_consolidation,MORTGAGE,10+ years,90000.0,27.11,705.0
91894554,0,C,debt_consolidation,RENT,4 years,55000.0,31.8,675.0
92055226,0,G,debt_consolidation,MORTGAGE,10+ years,73300.0,30.93,710.0
92113339,0,B,small_business,RENT,5 years,100000.0,17.06,730.0
92143941,0,E,debt_consolidation,MORTGAGE,2 years,55000.0,25.44,685.0
92215833,0,B,debt_consolidation,MORTGAGE,10+ years,50000.0,15.0,710.0
92220336,0,C,credit_card,RENT,2 years,40000.0,20.18,715.0
92248564,0,G,debt_consolidation,RENT,4 years,36000.0,21.37,680.0
92261282,0,E,debt_consolidation,RENT,< 1 year,72000.0,29.73,665.0
92279689,0,B,home_improvement,MORTGAGE,10+ years,85000.0,26.64,685.0
92281164,0,D,credit_card,MORTGAGE,7 years,23000.0,30.69,715.0
92300238,0,G,debt_consolidation,MORTGAGE,6 years,135000.0,10.9,670.0
92500983,0,A,debt_consolidation,RENT,10+ years,98800.0,14.59,785.0
92587809,0,G,debt_consolidation,RENT,3 years,40000.0,21.36,670.0
92627334,0,C,home_improvement,OWN,5 years,68000.0,12.3,760.0
92627845,0,G,debt_consolidation,MORTGAGE,5 years,65000.0,32.6,660.0
92961597,0,B,debt_consolidation,RENT,2 years,175000.0,17.47,670.0
92981600,0,B,debt_consolidation,MORTGAGE,3 years,46600.0,21.32,670.0
